,Year,Brand,Name,Device,Form Factor,Architecture,Synthesis,Synthesis Details,Polyphony,Oscillators,Multitimbral,Keys,MIDI,Memory,Key type,Velocity,Aftertouch,Produced,Duration,Fame
2073,2017,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Rev2,Synth,Keys,Analog,Analog,DCO,16,2,2,61,True,True,Keys,True,False,2017 - Present,8,0.2145788677750311
2074,2017,Clavia,Clavia - Nord Stage 3 Hp76,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",120,2,6,76,True,True,"Keys, Hammer Action",True,channel,2017 - Present,8,0.1295370478096741
2075,2017,Korg,Korg - Arp Odyssey Rev 1 Fs,Synth,Keys,Analog,Analog,VCO,2,2,1,37,True,,Keys,False,False,2017 - 2022,5,0.2237598309976802
2076,2017,Vinicius Electrik,Vinicius Electrik - The Lizard System,Synth,Desktop,Hybrid,Hybrid,"VCO, Multi wave",1,2,1,0,True,,,False,,2017 - 2019,2,0.1886462200947358
2077,2017,Twisted Electrons,Twisted Electrons - Therapsid Ii,Synth,Desktop,Digital,Digital,ROM,3,3,3,0,True,True,,False,,2017 - Present,8,0.1790422798356406
2078,2017,Roland,Roland Se 02,Synth,Desktop,Analog,Analog,VCO,1,3,0,0,True,True,,False,,2017 - Present,8,0.3860809267692457
2079,2017,Digitana Electronics,Digitana Electronics - Hi-Fli,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,False,,,False,,2017 - Present,8,0.1708387294187859
2080,2017,Roland,Roland - Spd-One Percussion,Drum,Desktop,Digital,Digital,ROM,1,0,1,0,True,,Pad,True,False,2017 - Present,8,0.0933118626023216
2081,2017,Make,Make Noise 0 Coast,Synth,Desktop,Analog,Analog,Modular,1,0,0,0,True,True,,False,,2017 - Present,8,0.2430136607345342
2082,2017,Roland,Roland - Boutique D-05,Synth,Desktop,Digital,Digital,"VA, DCN",16,4,1,0,True,True,,False,,2017 - 2020,3,0.5033287568832663
2083,2017,Behringer,Behringer Deepmind 6,Synth,Keys,Analog,Analog,DCO,6,2,0,37,True,True,,True,True,2017 - Present,8,0.2930691196154683
2084,2017,Korg,Korg - Arp Odyssey Rev 3 Fs,Synth,Keys,Analog,Analog,VCO,2,2,1,37,True,,Keys,False,False,2017 - 2022,5,0.2128637355952297
2085,2017,Artisan Electronic Instruments,Artisan Electronic Instruments - Trentasette,Synth,Keys,Analog,Analog,VCO,1,2,1,37,True,True,Keys,True,False,2017 - 2017,0,0.0756763316090741
2086,2017,Gotharman's,Gotharman'S - Anamono Xmini,Synth,Desktop,Digital,Digital,"VA, Sample",1,4,1,0,True,True,,False,,2017 - 2020,3,0.1602912481430216
2087,2017,Pittsburgh Modular,Pittsburgh Modular - Lifeforms Foundation Evo,Synth,Desktop,Analog,Analog,VCO,2,2,1,0,True,,Touchpads,False,False,2017 - 2021,4,0.1675358929099855
2088,2017,Erica Synths,Erica Synths - Fusion Drone System,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,False,,,False,,2017 - 2019,2,0.2256765034102276
2089,2017,Erica Synths,Erica Synths - Polivoks Clone,Synth,Desktop,Analog,Analog,Modular,2,2,2,0,True,,,False,,2017 - Present,8,0.1275498976173207
2090,2017,Fabulous Silicon,Fabulous Silicon - Paradigm,Synth,Keys,Hybrid,Hybrid,"VCO, WT",4,5,0,37,True,,Keys,True,channel,2017 - 2017,0,0.1458625652511622
2091,2017,Folktek,Folktek - Resonant Garden,Synth,Desktop,Digital,Digital,Modular,3,3,3,0,False,,Touch strins,False,False,2017 - Present,8,0.2093937157329206
2092,2017,Elektron,Elektron - Analog Rytm Mkii,Drum,Desktop,Hybrid,Hybrid,"DCO, Sample",8,3,8,0,True,True,Pads,True,False,2017 - Present,8,0.342003103136119
2093,2017,Arturia,Arturia - Minibrute Red,Synth,Keys,Analog,Analog,VCO,1,1,1,25,True,,Keys,True,channel,2017 - Present,8,0.2193271882922549
2094,2017,KOMA Elektronik,Koma Elektronik - Field Kit,Synth,Desktop,Analog,Analog,VCO,1,3,1,0,False,,,False,,2017 - Present,8,0.1303417644028671
2095,2017,Elektron,Elektron - Octatrack Mkii,Synth,Desktop,Digital,Digital,Sample,4,4,0,0,True,True,Buttons,False,False,2017 - Present,8,0.4770097443506295
2096,2017,Analogue Solutions,Analogue Solutions - Mr. Hyde,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,False,,,False,,2017 - 2022,5,0.398496750955048
2097,2017,Clavia,Clavia - Nord Stage 3 Compact,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",120,2,6,73,True,True,Keys,True,channel,2017 - Present,8,0.3890533078860501
2098,2017,Pioneer DJ,Pioneer Dj - Toraiz As-1,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,True,Buttons,False,False,2017 - Present,8,0.2471257825785108
2099,2017,Artisan Electronic Instruments,Artisan Electronic Instruments - Ottava,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,True,,False,,2017 - 2017,0,0.1201457231839887
2100,2017,Elektron,Elektron - Analog Four Mkii,Synth,Desktop,Analog,Analog,DCO,4,4,4,12,True,True,Buttons,True,True,2017 - Present,8,0.2524528882074507
2101,2017,DSP Synthesizers,Dsp Synthesizers - Micro-Ts,Synth,Desktop,Analog,Analog,DCO,1,1,1,0,False,,Touch pads,False,False,2017 - 2017,0,0.1435249062185681
2102,2017,Headrush,Headrush - Pedalboard 970,Misc,Floor,Miscellaneous,Controller,Controller,0,0,0,0,False,,,False,,2017 - 2022,5,0.2330079418124461
2103,2017,Behringer,Behringer - Model D,Synth,Rack,Analog,Analog,VCO,1,3,0,0,True,,,False,,2017 - Present,8,0.4229248573199919
2104,2017,Behringer,Behringer - Deepmind 6,Synth,Keys,Analog,Analog,VCO,6,2,1,37,True,True,Keys,True,channel,2017 - Present,8,0.29184691078161
2105,2017,Digitech,Digitech - Sdrum,Drum,Desktop,Digital,Digital,PCM,6,1,6,0,True,,Pads,False,False,2017 - Present,8,0.1642711525144442
2106,2017,Arturia,Arturia - Microbrute Red,Synth,Keys,Analog,Analog,VCO,1,1,1,25,True,,Keys (mini),False,False,2017 - Present,8,0.1860001855664982
2107,2017,Digitana Electronics,Digitana Electronics - Sx-1,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,False,,,False,,2017 - 2017,0,0.1062770671702891
2108,2017,Nozoid,Nozoid - Mmo-4,Synth,Desktop,Digital,Digital,Modular (Semi),4,4,1,0,True,,Buttons,False,False,2017 - 2018,1,0.1509654735149388
2109,2017,ASADEN,Asaden - Ondomo,Synth,Keys,Analog,Analog,VCO,1,4,0,49,False,,Keys,False,False,2017 - 2017,0,0.2696436072186676
2110,2017,Roland,Roland Sh 01A Gray,Synth,Desktop,Digital,Virtual Analog,VA,4,0,0,0,True,True,,False,,2017 - Present,8,0.5459012103891184
2111,2017,Pittsburgh Modular,Pittsburgh Modular - Lifeforms Foundation 4,Synth,Desktop,Analog,Analog,Modular,2,2,1,0,True,,,False,,2017 - 2021,4,0.1624370258103941
2112,2017,Moog,Moog - Subsequent 37,Synth,Keys,Analog,Analog,VCO,2,2,0,37,True,True,Keys,True,channel,2017 - Present,8,0.3785529968496335
2113,2017,Nozoid,Nozoid - Osc-2,Synth,Desktop,Digital,Digital,VA,1,3,1,0,True,,Buttons,False,False,2017 - Present,8,0.1798429325289684
2114,2017,Eowave,Eowave - Quadrantid Swarm,Synth,Desktop,Digital,Digital,DCO,1,1,1,0,True,,Touch plate,False,False,2017 - Present,8,0.1642924343281519
2115,2017,NonLinearLabs,Nonlinearlabs - C15,Synth,Keys,Digital,Digital,FM,12,2,0,61,True,,Keys,True,True,2017 - Present,8,0.1863255184480182
2116,2017,Elektron,Elektron - Digitakt,Drum,Desktop,Digital,Digital,"WT, Sample",0,0,0,0,True,,Pads,True,True,2017 - 2024,7,0.4017662654666918
2117,2017,Behringer,Behringer - Deepmind 12 Desktop,Synth,Desktop,Analog,Analog,VCO,12,2,1,0,True,True,,False,,2017 - Present,8,0.443193910991619
2118,2017,Novation,Novation - Circuit Mono Station,Synth,Desktop,Analog,Analog,DCO,1,2,0,0,True,True,Pads,True,False,2017 - Present,8,0.3814850313561478
2119,2017,BASTL Instruments,Bastl Instruments - Softpop,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2017 - 2021,4,0.2254360183117558
2120,2017,AVP,Avp - Hms-100 Morpheus,Synth,Desktop,Digital,Digital,WT,1,3,1,0,True,,,False,,2017 - 2017,0,0.061995506302233
2121,2017,Baloran,Baloran - The River,Synth,Keys,Analog,Analog,VCO,8,2,8,61,True,,Keys,True,channel,2017 - 2022,5,0.1896328651297219
2122,2017,Roland,Roland - Fa-07,Synth,Keys,Digital,Digital,"ROM, Sample",128,128,16,76,True,True,Keys,True,channel,2017 - Present,8,0.1634233184166675
2123,2017,Roland,Roland - Boutique Tr-08,Drum,Desktop,Digital,Digital,"VA, ACB",8,1,8,0,True,True,Buttons,False,False,2017 - Present,8,0.4368984092816388
2124,2017,Roland,Roland - Boutique Sh-01A,Synth,Desktop,Digital,Digital,"VA, ACB",4,1,1,0,True,True,,False,,2017 - 2018,1,0.4344485639352357
2125,2017,Roland,Roland - Spd-One Kick,Drum,Desktop,Digital,Digital,ROM,1,0,1,0,True,,Pad,True,False,2017 - Present,8,0.3202043405265945
2126,2017,Roland,Roland - Boutique Se-02,Synth,Desktop,Analog,Analog,VCO,1,3,1,0,True,True,,False,,2017 - Present,8,0.2389495175557296
2127,2017,BASTL Instruments,Bastl Instruments - Omsynth Minilab,Synth,Desktop,Hybrid,Hybrid,"VCO, Sample",1,1,0,0,False,,,False,,2017 - 2021,4,0.1203190791657494
2128,2017,Folktek,Folktek - Mescaline,Synth,Desktop,Analog,Analog,DCO,10,10,10,0,False,,Touch plates,False,False,2017 - 2021,4,0.1994136604614471
2129,2017,BASTL Instruments,Bastl Instruments - Drum,Drum,Desktop,Digital,Digital,Sample,5,1,5,0,True,,Buttons,False,False,2017 - Present,8,0.1945615643139974
2130,2017,AVP,Avp - Mbs-100,Synth,Desktop,Analog,Analog,DCO,1,2,1,0,True,,,False,,2017 - 2017,0,0.1800595206871911
2131,2017,Akai,Akai - Mpc Live,Sampler,Desktop,Digital,Digital,Sample,16,1,16,0,True,True,Button,True,channel,2017 - 2021,4,0.223668954689841
2132,2017,Roland,Roland - Aerophone Ae-10,Synth,Wind,Digital,Digital,ROM,1,1,2,21,True,True,Buttons/Switches,False,False,2017 - Present,8,0.1586907417428114
2133,2017,Polivoks,Polivoks - Polivoks Pro Synthesizer,Synth,Desktop,Analog,Analog,VCO,2,2,1,0,True,,,False,,2017 - Present,8,0.2627582768061126
2134,2017,JoMoX,Jomox - Alphabase,Drum,Desktop,Hybrid,Hybrid,"VCO, WT",11,1,11,0,True,,Pads,False,False,2017 - Present,8,0.2176057583568849
2135,2017,Plankton Electronics,Plankton Electronics - Ants!,Synth,Desktop,Analog,Analog,Modular (Semi),1,4,1,0,True,,,False,,2017 - 2021,4,0.2004484235331135
2136,2017,Analogue Solutions,Analogue Solutions - Fusebox,Synth,Rack,Analog,Modular (semi),VCO,1,3,1,0,True,,,False,,2017 - 2021,4,0.2198587845874212
2137,2017,BASTL Instruments,Bastl Instruments - Thyme,Misc,Desktop,Digital,Digital,Digital,0,0,0,0,True,,,False,,2017 - Present,8,0.1247666829167453
2138,2017,Clavia,Clavia - Nord Stage 3 88,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",120,2,6,88,True,True,"Keys, Hammer Action",True,channel,2017 - 2024,7,0.3530544191768474
2139,2017,DSP Synthesizers,Dsp Synthesizers - Mini-Ts,Synth,Desktop,Analog,Analog,DCO,1,1,1,0,True,,Touch pads,False,False,2017 - 2018,1,0.1184954721815153
2140,2017,DSP Synthesizers,Dsp Synthesizers - Tiny-Ts,Synth,Desktop,Analog,Analog,DCO,1,1,1,0,False,,Touch pads,False,False,2017 - 2017,0,0.1169763341153831
2141,2018,Gsi,Gsi Gemini Desktop,Synth,Desktop,Digital,Virtual Analog,VA,0,0,0,0,True,True,,False,,2018 - Present,7,0.1546128521781125
2142,2018,Duebreq,Duebreq Stylophone Gen X1,Synth,Keys,Analog,Analog,VCO,1,0,0,1,True,True,,False,False,2018 - Present,7,0.2250439711657738
2143,2018,Moog,Moog Dfam,Drum,Desktop,Analog,Analog,VCO,1,2,0,0,False,True,,False,,2018 - Present,7,0.4717011734511659
2144,2018,Teenage,Teenage Engineering Op Z Dream Machine,Synth,Keys,Digital,Digital,"Sampling, Granular",32,0,16,24,True,True,,False,False,2018 - Present,7,0.2175311392448881
2145,2018,Roland,Roland Juno Ds 76,Synth,Keys,Digital,Sample-based,Sample,128,0,0,76,True,True,,True,False,2018 - Present,7,0.1886338909908566
2146,2018,Twisted Electrons,Twisted Electrons - Hapines,Synth,Desktop,Digital,Digital,WT,4,4,4,0,False,True,Buttons,False,False,2018 - Present,7,0.1487393674952727
2147,2018,Elektron,Elektron Digitone Keys,Synth,Keys,Digital,Digital,FM,8,4,4,37,True,True,Keys,True,True,2019 - 2021,2,0.3588383324837013
2148,2018,Behringer,Behringer Neutron,Synth,Desktop,Analog,"Analogue, Synthesis",VCO,1,2,0,0,True,True,,False,,2018 - Present,7,0.1914599594769619
2149,2018,Waldorf,Waldorf - Kyra,Synth,Desktop,Digital,Digital,WT,128,10,8,0,True,True,,False,,2018 - 2024,6,0.3425638801337124
2150,2018,Synton,Synton - Pan,Synth,Keys,Hybrid,Hybrid,"VCO, FM",2,3,2,37,True,,Keys,True,poly,2018 - 2020,2,0.1456863148480228
2151,2018,Gsi,Gsi Gemini Rack,Synth,Desktop,Digital,Virtual Analog,VA,0,2,0,0,True,True,,False,,2018 - Present,7,0.1577420995429533
2152,2018,Arturia,Arturia - Minibrute 2S,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,True,,Pads,True,channel,2018 - Present,7,0.416548973442621
2153,2018,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Prophet X,Synth,Keys,Hybrid,Hybrid,"VCO, ROM",16,4,2,61,True,True,Keys,True,channel,2018 - 2024,6,0.1579310317095428
2154,2018,DASZ Instruments,Dasz Instruments - Alex,Synth,Desktop,Digital,Digital,"VA, Samples",4,3,4,0,True,True,,False,,2018 - 2019,1,0.1847310378575567
2155,2018,Behringer,Behringer - Pro-One,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,True,,,False,,2018 - Present,7,0.3539339632139344
2156,2018,Soulsby,Soulsby - Atmultitron,Synth,Keys,Digital,Digital,WT,6,6,0,37,False,,Keys,False,False,2018 - 2021,3,0.1564872454846708
2157,2018,Roland,Roland Ax Edge White,Synth,Keys,Digital,Sample-based,Sample,256,0,0,49,True,True,,True,True,2018 - Present,7,0.3205024737012606
2158,2018,Black Corporation,Black Corporation - Kijimi,Synth,Rack,Analog,Analog,VCO,8,2,1,0,True,,,False,,2018 - Present,7,0.2235191693581404
2159,2018,Korg,Korg - Stageman 80,Drum,Floor unit,Digital,Digital,ROM,24,1,0,0,False,True,Pads,False,False,2018 - 2023,5,0.2141240617959851
2160,2018,Clavia,Clavia - Nord Electro 6 Hp,Synth,Keys,Digital,Digital,"PM, PCM, samples",128,3,3,73,True,True,"Keys, Hammer Action",True,False,2018 - Present,7,0.1272337221158607
2161,2018,Fingersonic,Fingersonic - Synset Fm,Synth,Desktop,Digital,Digital,FM,8,6,2,0,True,,Buttons,False,False,2018 - 2019,1,0.1348607395666096
2162,2018,Moog,Moog - Grandmother,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,Keys,False,False,2018 - Present,7,0.5903775303304225
2163,2018,Soma,Soma - The Pipe,Synth,Handheld,Digital,*,Multi engine,1,1,0,0,False,,,False,,2018 - Present,7,0.2356523327905371
2164,2018,Dave,Dave Smith Instruments Sequential Prophet X,Synth,Keys,Digital,Digital,Hybrid,16,0,0,61,True,True,,True,True,2018 - 2024,6,0.2521813149466423
2165,2018,Korg,Korg - Kr-55 Pro,Drum,Desktop,Digital,Digital,ROM,24,1,0,0,False,True,Pads,False,False,2018 - Present,7,0.2487909914983649
2166,2018,Behringer,Behringer - Odyssey,Synth,Keys,Analog,Analog,VCO,2,2,0,37,True,,Keys,False,False,2018 - Present,7,0.3057189765657121
2167,2018,Roland,Roland Ax Edge Black,Synth,Keys,Digital,Sample-based,Sample,256,0,0,49,True,True,,True,True,2018 - Present,7,0.2596070584527077
